,ID,Name,Sex,Age,Height,Weight,Team,NOC,Games,Year,Season,City,Sport,Event,Medal
7131,3986,Karl Sigurd Andersson,M,25.0,,,Sweden,SWE,1952 Winter,1952.0,Winter,Oslo,Cross Country Skiing,Cross Country Skiing Men's 4 x 10 kilometres Relay,Bronze
12502,6800,Yelizaveta Petrovna Bagryantseva (-Verkhoshanskaya),F,31.0,170.0,76.0,Soviet Union,URS,1952 Summer,1952.0,Summer,Helsinki,Athletics,Athletics Women's Discus Throw,Silver
1727,962,"Charles ""Chuck"" Adkins",M,20.0,,,United States,USA,1952 Summer,1952.0,Summer,Helsinki,Boxing,Boxing Men's Light-Welterweight,Gold
7151,3997,Hans Lennart Andersson-Tvilling,M,23.0,,,Sweden,SWE,1952 Winter,1952.0,Winter,Oslo,Ice Hockey,Ice Hockey Men's Ice Hockey,Bronze
10341,5664,Carl-Erik Asplund,M,28.0,,,Sweden,SWE,1952 Winter,1952.0,Winter,Oslo,Speed Skating,"Speed Skating Men's 10,000 metres",Bronze
1293,727,Martn Ral Acosta y Lara Daz,M,27.0,,,Uruguay,URU,1952 Summer,1952.0,Summer,Helsinki,Basketball,Basketball Men's Basketball,Bronze
10510,5743,Adil Atan,M,23.0,190.0,,Turkey,TUR,1952 Summer,1952.0,Summer,Helsinki,Wrestling,"Wrestling Men's Light-Heavyweight, Freestyle",Bronze
8220,4531,Aleksy Antkiewicz,M,28.0,,,Poland,POL,1952 Summer,1952.0,Summer,Helsinki,Boxing,Boxing Men's Lightweight,Silver
673,392,George Gordon Abel,M,35.0,,,Canada,CAN,1952 Winter,1952.0,Winter,Oslo,Ice Hockey,Ice Hockey Men's Ice Hockey,Gold
8395,4617,Aleksandr Aleksandrovich Anufriyev,M,26.0,167.0,63.0,Soviet Union,URS,1952 Summer,1952.0,Summer,Helsinki,Athletics,"Athletics Men's 10,000 metres",Bronze
7449,4168,Boris Vasilyevich Andreyev,M,46.0,,,Soviet Union,URS,1952 Summer,1952.0,Summer,Helsinki,Shooting,"Shooting Men's Small-Bore Rifle, Three Positions, 50 metres",Bronze
7450,4168,Boris Vasilyevich Andreyev,M,46.0,,,Soviet Union,URS,1952 Summer,1952.0,Summer,Helsinki,Shooting,"Shooting Men's Small-Bore Rifle, Prone, 50 metres",Silver
8324,4590,Hans Bertil Augustin Antonsson,M,30.0,187.0,100.0,Sweden,SWE,1952 Summer,1952.0,Summer,Helsinki,Wrestling,"Wrestling Men's Heavyweight, Freestyle",Silver
2438,1364,"Sten Olov ""Olle"" hlund",M,31.0,,,Sweden,SWE,1952 Summer,1952.0,Summer,Helsinki,Football,Football Men's Football,Bronze
6919,3882,ke Gustav Andersson,M,33.0,,,Sweden,SWE,1952 Winter,1952.0,Winter,Oslo,Ice Hockey,Ice Hockey Men's Ice Hockey,Bronze
6856,3847,Miller Altman Anderson,M,29.0,,,United States,USA,1952 Summer,1952.0,Summer,Helsinki,Diving,Diving Men's Springboard,Silver
9357,5143,"Heather Joy Armitage (-Young, -McClelland)",F,19.0,171.0,64.0,Great Britain,GBR,1952 Summer,1952.0,Summer,Helsinki,Athletics,Athletics Women's 4 x 100 metres Relay,Bronze
6541,3661,"Julius Theodoor ""Jules"" Ancion",M,27.0,,,Netherlands,NED,1952 Summer,1952.0,Summer,Helsinki,Hockey,Hockey Men's Hockey,Silver
2905,1618,Ernst Gunnar kerlund,M,28.0,,,Sweden,SWE,1952 Summer,1952.0,Summer,Helsinki,Canoeing,"Canoeing Men's Kayak Doubles, 10,000 metres",Silver
9492,5204,Tor Birger Arneberg,M,23.0,183.0,,Elisabeth X,NOR,1952 Summer,1952.0,Summer,Helsinki,Sailing,Sailing Mixed 6 metres,Silver
8113,4484,Rbert Antal (Adler),M,30.0,,,Hungary,HUN,1952 Summer,1952.0,Summer,Helsinki,Water Polo,Water Polo Men's Water Polo,Gold
6674,3734,Hjalmar Johan Andersen,M,28.0,,,Norway,NOR,1952 Winter,1952.0,Winter,Oslo,Speed Skating,"Speed Skating Men's 1,500 metres",Gold
6675,3734,Hjalmar Johan Andersen,M,28.0,,,Norway,NOR,1952 Winter,1952.0,Winter,Oslo,Speed Skating,"Speed Skating Men's 5,000 metres",Gold
9027,4968,"Ermenegildo ""Gildo"" Arena",M,31.0,,,Italy,ITA,1952 Summer,1952.0,Summer,Helsinki,Water Polo,Water Polo Men's Water Polo,Bronze
6676,3734,Hjalmar Johan Andersen,M,28.0,,,Norway,NOR,1952 Winter,1952.0,Winter,Oslo,Speed Skating,"Speed Skating Men's 10,000 metres",Gold
5294,2996,Erland Herman Lison Almkvist,M,39.0,,,Tornado,SWE,1952 Summer,1952.0,Summer,Helsinki,Sailing,Sailing Mixed Three Person Keelboat,Silver
6559,3673,Olle Henrik Martin Anderberg,M,32.0,,,Sweden,SWE,1952 Summer,1952.0,Summer,Helsinki,Wrestling,"Wrestling Men's Lightweight, Freestyle",Gold
6136,3453,Slava Lvovich Amiragov,M,26.0,,,Soviet Union,URS,1952 Summer,1952.0,Summer,Helsinki,Rowing,Rowing Men's Coxed Eights,Silver
6782,3805,"David Rollo ""Dave"" Anderson",M,20.0,,,Australia,AUS,1952 Summer,1952.0,Summer,Helsinki,Rowing,Rowing Men's Coxed Eights,Bronze
5515,3118,Jeannette Eleanor Altwegg (-Wirz),F,21.0,,,Great Britain,GBR,1952 Winter,1952.0,Winter,Oslo,Figure Skating,Figure Skating Women's Singles,Gold
4273,2443,"Joan ""Jody"" Alderson (-Braskamp)",F,17.0,170.0,59.0,United States,USA,1952 Summer,1952.0,Summer,Helsinki,Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,Bronze
5308,3006,Gte Augustin Almqvist,M,30.0,,,Sweden,SWE,1952 Winter,1952.0,Winter,Oslo,Ice Hockey,Ice Hockey Men's Ice Hockey,Bronze
4156,2386,"Tenley Emma Albright (-Gardiner, -Blakely)",F,16.0,,,United States,USA,1952 Winter,1952.0,Winter,Oslo,Figure Skating,Figure Skating Women's Singles,Silver
4642,2648,"Zenny ""Algodo"" de Azevedo",M,23.0,183.0,77.0,Brazil,BRA,1948 Summer,1948.0,Summer,London,Basketball,Basketball Men's Basketball,Bronze
8952,4919,"John ""Jack"" Archer",M,26.0,,,Great Britain,GBR,1948 Summer,1948.0,Summer,London,Athletics,Athletics Men's 4 x 100 metres Relay,Silver
10618,5806,Celal Atik (Doan-),M,,,74.0,Turkey,TUR,1948 Summer,1948.0,Summer,London,Wrestling,"Wrestling Men's Lightweight, Freestyle",Gold
2846,1579,Nasuh Akar,M,23.0,,,Turkey,TUR,1948 Summer,1948.0,Summer,London,Wrestling,"Wrestling Men's Bantamweight, Freestyle",Gold
6558,3673,Olle Henrik Martin Anderberg,M,28.0,,,Sweden,SWE,1948 Summer,1948.0,Summer,London,Wrestling,"Wrestling Men's Featherweight, Greco-Roman",Silver
2904,1618,Ernst Gunnar kerlund,M,24.0,,,Sweden,SWE,1948 Summer,1948.0,Summer,London,Canoeing,"Canoeing Men's Kayak Doubles, 10,000 metres",Gold
10515,5746,Aleksandar Atanackovi,M,28.0,,,Yugoslavia,YUG,1948 Summer,1948.0,Summer,London,Football,Football Men's Football,Silver
2462,1378,Arne Per hman,M,23.0,176.0,64.0,Sweden,SWE,1948 Summer,1948.0,Summer,London,Athletics,Athletics Men's Triple Jump,Gold
9026,4968,"Ermenegildo ""Gildo"" Arena",M,27.0,,,Italy,ITA,1948 Summer,1948.0,Summer,London,Water Polo,Water Polo Men's Water Polo,Gold
9823,5380,douard Jos Artigas,M,42.0,,,France,FRA,1948 Summer,1948.0,Summer,London,Fencing,"Fencing Men's epee, Team",Gold
4078,2349,Ebbe Gustav Bertil Albertsson (-Andersson),M,26.0,177.0,67.0,Sweden,SWE,1948 Summer,1948.0,Summer,London,Athletics,"Athletics Men's 10,000 metres",Bronze
8219,4531,Aleksy Antkiewicz,M,24.0,,,Poland,POL,1948 Summer,1948.0,Summer,London,Boxing,Boxing Men's Featherweight,Bronze
9490,5202,Eva Johanne Arndt-Riise,F,28.0,,,Denmark,DEN,1948 Summer,1948.0,Summer,London,Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,Silver
6041,3397,Karl-Robert Ameln,M,28.0,,,Ali-Baba II,SWE,1948 Summer,1948.0,Summer,London,Sailing,Sailing Mixed 6 metres,Bronze
8323,4590,Hans Bertil Augustin Antonsson,M,27.0,187.0,100.0,Sweden,SWE,1948 Summer,1948.0,Summer,London,Wrestling,"Wrestling Men's Heavyweight, Freestyle",Silver
9813,5373,"John Duncan ""Johnny"" Arthur",M,18.0,,,South Africa,RSA,1948 Summer,1948.0,Summer,London,Boxing,Boxing Men's Heavyweight,Bronze
5514,3118,Jeannette Eleanor Altwegg (-Wirz),F,17.0,,,Great Britain,GBR,1948 Winter,1948.0,Winter,Sankt Moritz,Figure Skating,Figure Skating Women's Singles,Bronze
6622,3706,Carl-Ebbe Andersen,M,19.0,,,Denmark,DEN,1948 Summer,1948.0,Summer,London,Rowing,Rowing Men's Coxed Pairs,Gold
12420,6748,Klaus Baard Baess,M,23.0,,,Snap,DEN,1948 Summer,1948.0,Summer,London,Sailing,Sailing Mixed Three Person Keelboat,Bronze
11164,6097,George Gordon Avery,M,23.0,,,Australia,AUS,1948 Summer,1948.0,Summer,London,Athletics,Athletics Men's Triple Jump,Silver
44,17,Paavo Johannes Aaltonen,M,28.0,175.0,64.0,Finland,FIN,1948 Summer,1948.0,Summer,London,Gymnastics,Gymnastics Men's Horse Vault,Gold
6978,3918,Erik Gsta Andersson,M,31.0,,,Sweden,SWE,1948 Summer,1948.0,Summer,London,Wrestling,"Wrestling Men's Welterweight, Greco-Roman",Gold
48,17,Paavo Johannes Aaltonen,M,28.0,175.0,64.0,Finland,FIN,1948 Summer,1948.0,Summer,London,Gymnastics,Gymnastics Men's Pommelled Horse,Gold
9408,5165,"James Michael ""Jim"" Armstrong",M,31.0,,,Australia,AUS,1948 Summer,1948.0,Summer,London,Wrestling,"Wrestling Men's Heavyweight, Freestyle",Bronze
2148,1192,Carlo Agostoni Faini,M,39.0,170.0,,Italy,ITA,1948 Summer,1948.0,Summer,London,Fencing,"Fencing Men's epee, Team",Silver
1375,777,Pierre Louis Eugne Adam,M,24.0,,,France,FRA,1948 Summer,1948.0,Summer,London,Cycling,"Cycling Men's Team Pursuit, 4,000 metres",Gold
11306,6180,Ture Wilhelm Axelsson,M,27.0,178.0,74.5,Finland,FIN,1948 Summer,1948.0,Summer,London,Canoeing,"Canoeing Men's Kayak Doubles, 1,000 metres",Bronze
11307,6180,Ture Wilhelm Axelsson,M,27.0,178.0,74.5,Finland,FIN,1948 Summer,1948.0,Summer,London,Canoeing,"Canoeing Men's Kayak Doubles, 10,000 metres",Bronze
6654,3725,"Greta Marie Andersen (-Sonnichsen, -Veress)",F,21.0,,,Denmark,DEN,1948 Summer,1948.0,Summer,London,Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,Silver
7136,3990,Sune Isidor Andersson,M,27.0,,,Sweden,SWE,1948 Summer,1948.0,Summer,London,Football,Football Men's Football,Gold
42,17,Paavo Johannes Aaltonen,M,28.0,175.0,64.0,Finland,FIN,1948 Summer,1948.0,Summer,London,Gymnastics,Gymnastics Men's Team All-Around,Gold
1729,964,"Robert Edward ""Bob"" Adlard",M,32.0,,,Great Britain,GBR,1948 Summer,1948.0,Summer,London,Hockey,Hockey Men's Hockey,Silver
6652,3725,"Greta Marie Andersen (-Sonnichsen, -Veress)",F,21.0,,,Denmark,DEN,1948 Summer,1948.0,Summer,London,Swimming,Swimming Women's 100 metres Freestyle,Gold
6642,3718,Johan Frederik Kobberup Andersen,M,28.0,,,Denmark,DEN,1948 Summer,1948.0,Summer,London,Canoeing,"Canoeing Men's Kayak Singles, 1,000 metres",Silver
41,17,Paavo Johannes Aaltonen,M,28.0,175.0,64.0,Finland,FIN,1948 Summer,1948.0,Summer,London,Gymnastics,Gymnastics Men's Individual All-Around,Bronze
2410,1350,George Lewis Ahlgren,M,19.0,,,United States,USA,1948 Summer,1948.0,Summer,London,Rowing,Rowing Men's Coxed Eights,Gold
6855,3847,Miller Altman Anderson,M,25.0,,,United States,USA,1948 Summer,1948.0,Summer,London,Diving,Diving Men's Springboard,Silver
5317,3011,Arvid Folke Alnevik (Andersson-),M,28.0,182.0,70.0,Sweden,SWE,1948 Summer,1948.0,Summer,London,Athletics,Athletics Men's 4 x 400 metres Relay,Bronze
6774,3799,Charles Howard Anderson,M,33.0,,,United States,USA,1948 Summer,1948.0,Summer,London,Equestrianism,"Equestrianism Men's Three-Day Event, Team",Gold
4888,2792,mile Allais,M,23.0,168.0,68.0,France,FRA,1936 Winter,1936.0,Winter,Garmisch-Partenkirchen,Alpine Skiing,Alpine Skiing Men's Combined,Bronze
5034,2864,Richard James Allen,M,34.0,172.0,,India,IND,1936 Summer,1936.0,Summer,Berlin,Hockey,Hockey Men's Hockey,Gold
210,100,Oszkr Abay-Nemes,M,22.0,,,Hungary,HUN,1936 Summer,1936.0,Summer,Berlin,Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,Bronze
214,103,Silvano Abba,M,25.0,,,Italy,ITA,1936 Summer,1936.0,Summer,Berlin,Modern Pentathlon,Modern Pentathlon Men's Individual,Bronze
5116,2909,"Ian Alistair ""Al"" Allison",M,27.0,,,Canada,CAN,1936 Summer,1936.0,Summer,Berlin,Basketball,Basketball Men's Basketball,Silver
11961,6518,Walter Bach,M,26.0,,,Switzerland,SUI,1936 Summer,1936.0,Summer,Berlin,Gymnastics,Gymnastics Men's Team All-Around,Silver
5282,2989,"Gustav Adolf ""Gsta"" Almgren",M,29.0,,,Sweden,SWE,1936 Summer,1936.0,Summer,Berlin,Fencing,"Fencing Men's epee, Team",Silver
8953,4920,"Alexander ""Sandy"" Archer",M,25.0,180.0,71.0,Great Britain,GBR,1936 Winter,1936.0,Winter,Garmisch-Partenkirchen,Ice Hockey,Ice Hockey Men's Ice Hockey,Gold
4158,2387,"David Donald ""Dave"" Albritton",M,23.0,191.0,79.0,United States,USA,1936 Summer,1936.0,Summer,Berlin,Athletics,Athletics Men's High Jump,Silver
7140,3993,Thure Elof Andersson,M,29.0,,,Sweden,SWE,1936 Summer,1936.0,Summer,Berlin,Wrestling,"Wrestling Men's Welterweight, Freestyle",Silver
12030,6549,Albert Bachmann,M,29.0,,,Switzerland,SUI,1936 Summer,1936.0,Summer,Berlin,Gymnastics,Gymnastics Men's Pommelled Horse,Bronze
2159,1201,Erik Alfred gren,M,20.0,,,Sweden,SWE,1936 Summer,1936.0,Summer,Berlin,Boxing,Boxing Men's Lightweight,Bronze
6735,3775,Reidar Andersen,M,24.0,180.0,,Norway,NOR,1936 Winter,1936.0,Winter,Garmisch-Partenkirchen,Ski Jumping,"Ski Jumping Men's Normal Hill, Individual",Bronze
8713,4789,Shigeo Arai,M,19.0,,,Japan,JPN,1936 Summer,1936.0,Summer,Berlin,Swimming,Swimming Men's 100 metres Freestyle,Bronze
8714,4789,Shigeo Arai,M,19.0,,,Japan,JPN,1936 Summer,1936.0,Summer,Berlin,Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,Gold
2622,1469,Hans Aichele,M,24.0,,,Switzerland-1,SUI,1936 Winter,1936.0,Winter,Garmisch-Partenkirchen,Bobsleigh,Bobsleigh Men's Four,Silver
1752,973,Gregor Nils Henric Adlercreutz,M,37.0,,,Sweden,SWE,1936 Summer,1936.0,Summer,Berlin,Equestrianism,"Equestrianism Men's Dressage, Team",Bronze
10853,5931,Hermann Heinrich Gottfried Johann auf der Heide,M,25.0,,,Germany,GER,1936 Summer,1936.0,Summer,Berlin,Hockey,Hockey Men's Hockey,Silver
10263,5611,Arvo Askola,M,26.0,174.0,65.0,Finland,FIN,1936 Summer,1936.0,Summer,Berlin,Athletics,"Athletics Men's 10,000 metres",Silver
1534,850,Herbert Adamski,M,26.0,,,Germany,GER,1936 Summer,1936.0,Summer,Berlin,Rowing,Rowing Men's Coxed Pairs,Gold
2748,1530,"Gordon ""Gord"" Aitchison",M,27.0,,,Canada,CAN,1936 Summer,1936.0,Summer,Berlin,Basketball,Basketball Men's Basketball,Silver
7207,4029,Manuel ngel Andrada,M,46.0,,,Argentina,ARG,1936 Summer,1936.0,Summer,Berlin,Polo,Polo Men's Polo,Gold
1373,775,Otto Adam,M,26.0,,,Germany,GER,1936 Summer,1936.0,Summer,Berlin,Fencing,"Fencing Men's Foil, Team",Bronze
1345,762,"Gordon Belgum ""Gordy"" Adam",M,21.0,,,United States,USA,1936 Summer,1936.0,Summer,Berlin,Rowing,Rowing Men's Coxed Eights,Gold
6359,3563,"Francis ""Frank"" Amyot",M,31.0,188.0,84.0,Canada,CAN,1936 Summer,1936.0,Summer,Berlin,Canoeing,"Canoeing Men's Canadian Singles, 1,000 metres",Gold
9045,4978,Dieter Arend,M,21.0,,,Germany,GER,1936 Summer,1936.0,Summer,Berlin,Rowing,Rowing Men's Coxed Pairs,Gold
12598,6867,Bernhard Baier,M,23.0,,,Germany,GER,1936 Summer,1936.0,Summer,Berlin,Water Polo,Water Polo Men's Water Polo,Silver
12600,6868,Ernst Baier,M,30.0,,,Germany,GER,1936 Winter,1936.0,Winter,Garmisch-Partenkirchen,Figure Skating,Figure Skating Men's Singles,Silver
12601,6868,Ernst Baier,M,30.0,,,Germany-1,GER,1936 Winter,1936.0,Winter,Garmisch-Partenkirchen,Figure Skating,Figure Skating Mixed Pairs,Gold
12024,6549,Albert Bachmann,M,29.0,,,Switzerland,SUI,1936 Summer,1936.0,Summer,Berlin,Gymnastics,Gymnastics Men's Team All-Around,Silver
12236,6651,"John Charles ""Felix"" Badcock",M,29.0,,,Great Britain,GBR,1932 Summer,1932.0,Summer,Los Angeles,Rowing,Rowing Men's Coxless Fours,Gold
11521,6292,Amado Azar,M,18.0,173.0,,Argentina,ARG,1932 Summer,1932.0,Summer,Los Angeles,Boxing,Boxing Men's Middleweight,Silver
12292,6674,Sherwin Campbell Badger,M,30.0,,,United States-1,USA,1932 Winter,1932.0,Winter,Lake Placid,Figure Skating,Figure Skating Mixed Pairs,Silver
12725,6929,Flix Pierre Victor Bailly,M,43.0,,,France,FRA,1932 Summer,1932.0,Summer,Los Angeles,Art Competitions,"Art Competitions Mixed Architecture, Architectural Designs",Gold
8067,4460,Renato Anselmi,M,40.0,165.0,,Italy,ITA,1932 Summer,1932.0,Summer,Los Angeles,Fencing,"Fencing Men's Sabre, Team",Silver
2433,1359,Thure Johan Ahlqvist,M,25.0,,,Sweden,SWE,1932 Summer,1932.0,Summer,Los Angeles,Boxing,Boxing Men's Lightweight,Silver
2906,1619,Olle Erik Curys kerlund,M,20.0,,,Bissbi,SWE,1932 Summer,1932.0,Summer,Los Angeles,Sailing,Sailing Mixed 6 metres,Gold
9143,5027,"Edwin Yancey ""Eddie"" Argo",M,36.0,,,United States,USA,1932 Summer,1932.0,Summer,Los Angeles,Equestrianism,"Equestrianism Men's Three-Day Event, Team",Gold
6880,3865,"Osborne ""Ty"" Anderson",M,23.0,175.0,77.0,United States,USA,1932 Winter,1932.0,Winter,Lake Placid,Ice Hockey,Ice Hockey Men's Ice Hockey,Silver
787,454,"Edgar Allen ""Ed"" Ablowich",M,19.0,182.0,68.0,United States,USA,1932 Summer,1932.0,Summer,Los Angeles,Athletics,Athletics Men's 4 x 400 metres Relay,Gold
6827,3828,John Franklin Anderson,M,25.0,191.0,97.0,United States,USA,1932 Summer,1932.0,Summer,Los Angeles,Athletics,Athletics Men's Discus Throw,Gold
2145,1192,Carlo Agostoni Faini,M,23.0,170.0,,Italy,ITA,1932 Summer,1932.0,Summer,Los Angeles,Fencing,"Fencing Men's epee, Individual",Bronze
4471,2552,Hugh Vincenzo Alessandroni,M,24.0,,,United States,USA,1932 Summer,1932.0,Summer,Los Angeles,Fencing,"Fencing Men's Foil, Team",Bronze
2146,1192,Carlo Agostoni Faini,M,23.0,170.0,,Italy,ITA,1932 Summer,1932.0,Summer,Los Angeles,Fencing,"Fencing Men's epee, Team",Silver
10110,5526,Temple Withers Ashbrook,M,36.0,,,Gallant,USA,1932 Summer,1932.0,Summer,Los Angeles,Sailing,Sailing Mixed 6 metres,Silver
4475,2553,Karl Theophil Christian Aletter,M,26.0,183.0,,Germany,GER,1932 Summer,1932.0,Summer,Los Angeles,Rowing,Rowing Men's Coxless Fours,Silver
5918,3325,Santiago Amat Cansino,M,45.0,,,Spain,ESP,1932 Summer,1932.0,Summer,Los Angeles,Sailing,Sailing Mixed One Person Dinghy,Bronze
5033,2864,Richard James Allen,M,30.0,172.0,,India,IND,1932 Summer,1932.0,Summer,Los Angeles,Hockey,Hockey Men's Hockey,Gold
2386,1333,Bruno Valfrid Ahlberg,M,21.0,168.0,69.5,Finland,FIN,1932 Summer,1932.0,Summer,Los Angeles,Boxing,Boxing Men's Welterweight,Bronze
10274,5618,Sardar Mohammad Aslam,M,,,,India,IND,1932 Summer,1932.0,Summer,Los Angeles,Hockey,Hockey Men's Hockey,Gold
10446,5710,Gunnar Anton Edvard Asther,M,40.0,,,Swedish Star,SWE,1932 Summer,1932.0,Summer,Los Angeles,Sailing,Sailing Mixed Two Person Keelboat,Bronze
8280,4564,Edvard Antonijevi,M,25.0,,,Yugoslavia,YUG,1928 Summer,1928.0,Summer,Amsterdam,Gymnastics,Gymnastics Men's Team All-Around,Bronze
7958,4403,Erik Anker,M,24.0,,,Norna,NOR,1928 Summer,1928.0,Summer,Amsterdam,Sailing,Sailing Mixed 6 metres,Gold
7223,4042,Jos Leandro Andrade,M,26.0,179.0,77.0,Uruguay,URU,1928 Summer,1928.0,Summer,Amsterdam,Football,Football Men's Football,Gold
7345,4110,"Giannin ""Gian"" Andreossi",M,25.0,,,Switzerland,SUI,1928 Winter,1928.0,Winter,Sankt Moritz,Ice Hockey,Ice Hockey Men's Ice Hockey,Bronze
7346,4111,"Munrezzan ""Mezzi"" Andreossi",M,30.0,,,Switzerland,SUI,1928 Winter,1928.0,Winter,Sankt Moritz,Ice Hockey,Ice Hockey Men's Ice Hockey,Bronze
8066,4460,Renato Anselmi,M,36.0,165.0,,Italy,ITA,1928 Summer,1928.0,Summer,Amsterdam,Fencing,"Fencing Men's Sabre, Team",Silver
8170,4508,Georges Anthony,M,,,,Belgium,BEL,1928 Summer,1928.0,Summer,Amsterdam,Rowing,Rowing Men's Coxed Pairs,Bronze
7602,4236,Franz Josef Andrysek,M,22.0,,59.0,Austria,AUT,1928 Summer,1928.0,Summer,Amsterdam,Weightlifting,Weightlifting Men's Featherweight,Gold
2144,1192,Carlo Agostoni Faini,M,19.0,170.0,,Italy,ITA,1928 Summer,1928.0,Summer,Amsterdam,Fencing,"Fencing Men's epee, Team",Gold
11133,6088,"ngel Pedro Victorio ""Vctor"" Avendao",M,20.0,,,Argentina,ARG,1928 Summer,1928.0,Summer,Amsterdam,Boxing,Boxing Men's Light-Heavyweight,Gold
7962,4405,Jan Geert Ankerman,M,22.0,,,Netherlands,NED,1928 Summer,1928.0,Summer,Amsterdam,Hockey,Hockey Men's Hockey,Silver
8708,4785,Nobuo Arai,M,,,,Japan,JPN,1928 Summer,1928.0,Summer,Amsterdam,Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,Silver
8276,4563,Micha Antoniewicz (-Woysym),M,30.0,,,Poland,POL,1928 Summer,1928.0,Summer,Amsterdam,Equestrianism,"Equestrianism Men's Jumping, Team",Silver
7961,4404,Johan August Anker,M,56.0,,,Norna,NOR,1928 Summer,1928.0,Summer,Amsterdam,Sailing,Sailing Mixed 6 metres,Gold
8628,4737,Lloyd Otto Appleton,M,22.0,,,United States,USA,1928 Summer,1928.0,Summer,Amsterdam,Wrestling,"Wrestling Men's Welterweight, Freestyle",Silver
7144,3995,Karl Volger Andersson,M,32.0,,,Sweden,SWE,1928 Winter,1928.0,Winter,Sankt Moritz,Cross Country Skiing,Cross Country Skiing Men's 50 kilometres,Bronze
8278,4563,Micha Antoniewicz (-Woysym),M,30.0,,,Poland,POL,1928 Summer,1928.0,Summer,Amsterdam,Equestrianism,"Equestrianism Men's Three-Day Event, Team",Bronze
2173,1211,"Estella ""Stella"" Agsteribbe (-Blits)",F,19.0,,,Netherlands,NED,1928 Summer,1928.0,Summer,Amsterdam,Gymnastics,Gymnastics Women's Team All-Around,Gold
8530,4688,"Hermann ""Armand"" Apell",M,23.0,,50.0,France,FRA,1928 Summer,1928.0,Summer,Amsterdam,Boxing,Boxing Men's Flyweight,Silver
9233,5077,Pedro Arispe,M,27.0,,,Uruguay,URU,1928 Summer,1928.0,Summer,Amsterdam,Football,Football Men's Football,Gold
7672,4268,Ral Anganuzzi,M,21.0,,,Argentina,ARG,1928 Summer,1928.0,Summer,Amsterdam,Fencing,"Fencing Men's Foil, Team",Bronze
12235,6651,"John Charles ""Felix"" Badcock",M,25.0,,,Great Britain,GBR,1928 Summer,1928.0,Summer,Amsterdam,Rowing,Rowing Men's Coxed Eights,Silver
9642,5286,Juan Pedro Arremn,M,29.0,,,Uruguay,URU,1928 Summer,1928.0,Summer,Amsterdam,Football,Football Men's Football,Gold
10668,5831,"Sidney James Montford ""Sid"" Atkinson",M,27.0,186.0,76.0,South Africa,RSA,1928 Summer,1928.0,Summer,Amsterdam,Athletics,Athletics Men's 110 metres Hurdles,Gold
12555,6837,Karl Bhre,M,29.0,,,Germany,GER,1928 Summer,1928.0,Summer,Amsterdam,Water Polo,Water Polo Men's Water Polo,Gold
6318,3544,Gaston Marcel Amson,M,44.0,,,France,FRA,1928 Summer,1928.0,Summer,Amsterdam,Fencing,"Fencing Men's epee, Team",Silver
4268,2440,"Frederick Pitt ""Fred"" Alderman",M,22.0,177.0,75.0,United States,USA,1928 Summer,1928.0,Summer,Amsterdam,Athletics,Athletics Men's 4 x 400 metres Relay,Gold
4732,2699,Shaukat Ali,M,30.0,,,India,IND,1928 Summer,1928.0,Summer,Amsterdam,Hockey,Hockey Men's Hockey,Gold
6725,3768,Ove Andersen,M,28.0,178.0,70.0,Finland,FIN,1928 Summer,1928.0,Summer,Amsterdam,Athletics,"Athletics Men's 3,000 metres Steeplechase",Bronze
5987,3362,Bianca Ambrosetti,F,14.0,,,Italy,ITA,1928 Summer,1928.0,Summer,Amsterdam,Gymnastics,Gymnastics Women's Team All-Around,Silver
9567,5242,Fernand Clment Arnout,M,28.0,,,France,FRA,1928 Summer,1928.0,Summer,Amsterdam,Weightlifting,Weightlifting Men's Lightweight,Bronze
6876,3862,"Stephen Eugene ""Steve"" Anderson",M,22.0,190.0,77.0,United States,USA,1928 Summer,1928.0,Summer,Amsterdam,Athletics,Athletics Men's 110 metres Hurdles,Silver
5844,3289,Max Amann,M,23.0,,,Germany,GER,1928 Summer,1928.0,Summer,Amsterdam,Water Polo,Water Polo Men's Water Polo,Gold
10957,5987,Garnet Walter Ault,M,22.0,,,Canada,CAN,1928 Summer,1928.0,Summer,Amsterdam,Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,Bronze
935,529,Karl Gustaf Emanuel Abrahamsson,M,31.0,,,Sweden,SWE,1928 Winter,1928.0,Winter,Sankt Moritz,Ice Hockey,Ice Hockey Men's Ice Hockey,Silver
5595,3165,Jos Mara lvarez de las Asturias Bohorques y Goyeneche,M,33.0,,,Spain,ESP,1928 Summer,1928.0,Summer,Amsterdam,Equestrianism,"Equestrianism Men's Jumping, Team",Gold
5032,2864,Richard James Allen,M,25.0,172.0,,India,IND,1928 Summer,1928.0,Summer,Amsterdam,Hockey,Hockey Men's Hockey,Gold
6591,3686,Alf Steen Andersen,M,21.0,,,Norway,NOR,1928 Winter,1928.0,Winter,Sankt Moritz,Ski Jumping,"Ski Jumping Men's Normal Hill, Individual",Gold
